Predicted Price,Date
710.9791870117188,2005-06-24
706.8745727539062,2005-06-27
704.2894287109375,2005-06-28
655.4501342773438,2005-06-29
634.6079711914062,2005-06-30
633.3871459960938,2005-07-01
640.2426147460938,2005-07-05
667.6336059570312,2005-07-06
697.666748046875,2005-07-07
685.0654296875,2005-07-08
661.2793579101562,2005-07-11
643.7254028320312,2005-07-12
670.662353515625,2005-07-13
696.3053588867188,2005-07-14
704.5009765625,2005-07-15
706.4464111328125,2005-07-18
707.4856567382812,2005-07-19
684.139404296875,2005-07-20
649.8746337890625,2005-07-21
645.1356811523438,2005-07-22
644.9714965820312,2005-07-25
646.5525512695312,2005-07-26
655.4723510742188,2005-07-27
657.9251098632812,2005-07-28
662.9866333007812,2005-07-29
666.9515380859375,2005-08-01
658.0177612304688,2005-08-02
661.8404541015625,2005-08-03
665.5525512695312,2005-08-04
652.8706665039062,2005-08-05
646.9375610351562,2005-08-08
646.3611450195312,2005-08-09
634.3734130859375,2005-08-10
622.4688110351562,2005-08-11
621.6984252929688,2005-08-12
625.1957397460938,2005-08-15
615.9384155273438,2005-08-16
599.7564697265625,2005-08-17
597.9680786132812,2005-08-18
599.0540771484375,2005-08-19
594.5384521484375,2005-08-22
590.5601196289062,2005-08-23
597.5319213867188,2005-08-24
598.3206787109375,2005-08-25
590.7875366210938,2005-08-26
579.9124145507812,2005-08-29
581.7835083007812,2005-08-30
584.6319580078125,2005-08-31
587.6219482421875,2005-09-01
584.0010986328125,2005-09-02
586.5399780273438,2005-09-06
586.5701293945312,2005-09-07
589.6607666015625,2005-09-08
585.5545654296875,2005-09-09
574.476806640625,2005-09-12
570.0801391601562,2005-09-13
566.5477905273438,2005-09-14
566.775634765625,2005-09-15
568.5810546875,2005-09-16
564.4462280273438,2005-09-19
564.5997924804688,2005-09-20
568.1354370117188,2005-09-21
567.8015747070312,2005-09-22
570.4654541015625,2005-09-23
572.1319580078125,2005-09-26
566.8759155273438,2005-09-27
559.5482788085938,2005-09-28
553.4584350585938,2005-09-29
554.7273559570312,2005-09-30
557.4205322265625,2005-10-03
566.9086303710938,2005-10-04
566.51904296875,2005-10-05
559.0913696289062,2005-10-06
557.502685546875,2005-10-07
557.9308471679688,2005-10-10
556.186767578125,2005-10-11
553.6753540039062,2005-10-12
561.1558837890625,2005-10-13
576.77197265625,2005-10-14
582.8186645507812,2005-10-17
583.2162475585938,2005-10-18
582.3578491210938,2005-10-19
579.2869873046875,2005-10-20
580.0062866210938,2005-10-21
574.39111328125,2005-10-24
566.098388671875,2005-10-25
566.7482299804688,2005-10-26
568.104736328125,2005-10-27
565.0018310546875,2005-10-28
562.7002563476562,2005-10-31
558.7884521484375,2005-11-01
560.421142578125,2005-11-02
565.5255737304688,2005-11-03
570.2462158203125,2005-11-04
578.677001953125,2005-11-07
574.6790771484375,2005-11-08
566.8699340820312,2005-11-09
565.5878295898438,2005-11-10
569.7063598632812,2005-11-11
574.2781372070312,2005-11-14
586.2913208007812,2005-11-15
587.9893798828125,2005-11-16
582.4544067382812,2005-11-17
572.4485473632812,2005-11-18
568.0885620117188,2005-11-21
564.9707641601562,2005-11-22
565.3054809570312,2005-11-23
562.9286499023438,2005-11-24
557.302978515625,2005-11-25
553.8697509765625,2005-11-28
549.8514404296875,2005-11-29
550.7685546875,2005-11-30
550.0078735351562,2005-12-01
551.964111328125,2005-12-02
553.9862060546875,2005-12-05
558.4752197265625,2005-12-06
562.9798583984375,2005-12-07
557.836181640625,2005-12-08
555.7951049804688,2005-12-09
560.6012573242188,2005-12-12
568.11083984375,2005-12-13
578.1212158203125,2005-12-14
586.3336791992188,2005-12-15
583.7322387695312,2005-12-16
582.0947875976562,2005-12-19
588.1051025390625,2005-12-20
596.4025268554688,2005-12-21
595.1668701171875,2005-12-22
599.0382080078125,2005-12-23
602.8152465820312,2005-12-27
603.4656982421875,2005-12-28
601.5347900390625,2005-12-29
596.9063720703125,2005-12-30
589.3811645507812,2006-01-03
597.983154296875,2006-01-04
606.2138061523438,2006-01-05
606.6077270507812,2006-01-06
599.0549926757812,2006-01-09
585.0203247070312,2006-01-10
574.1695556640625,2006-01-11
568.3593139648438,2006-01-12
563.14794921875,2006-01-13
559.460693359375,2006-01-17
564.9756469726562,2006-01-18
563.1116333007812,2006-01-19
560.5132446289062,2006-01-20
561.3721313476562,2006-01-23
565.2832641601562,2006-01-24
567.4293212890625,2006-01-25
564.6104736328125,2006-01-26
564.3786010742188,2006-01-27
573.6394653320312,2006-01-30
587.4049072265625,2006-01-31
590.2919311523438,2006-02-01
582.5972290039062,2006-02-02
575.4281616210938,2006-02-03
580.2810668945312,2006-02-06
584.569580078125,2006-02-07
580.4817504882812,2006-02-08
570.18896484375,2006-02-09
574.1123657226562,2006-02-10
579.7720336914062,2006-02-13
577.3862915039062,2006-02-14
576.5816040039062,2006-02-15
576.2551879882812,2006-02-16
578.1963500976562,2006-02-17
584.8378295898438,2006-02-21
587.201171875,2006-02-22
578.8980102539062,2006-02-23
568.5798950195312,2006-02-24
567.1415405273438,2006-02-27
568.8519287109375,2006-02-28
571.0345458984375,2006-03-01
571.6259765625,2006-03-02
572.4278564453125,2006-03-03
580.3475952148438,2006-03-06
579.3658447265625,2006-03-07
576.8818359375,2006-03-08
567.1620483398438,2006-03-09
567.7024536132812,2006-03-10
568.0591430664062,2006-03-13
566.7374267578125,2006-03-14
565.8074951171875,2006-03-15
575.8949584960938,2006-03-16
575.6848754882812,2006-03-17
571.7373046875,2006-03-20
569.0474853515625,2006-03-21
567.5651245117188,2006-03-22
568.8544921875,2006-03-23
568.4066162109375,2006-03-24
570.3995971679688,2006-03-27
569.3242797851562,2006-03-28
571.7633666992188,2006-03-29
574.2275390625,2006-03-30
575.982421875,2006-03-31
576.538818359375,2006-04-03
565.8563232421875,2006-04-04
557.5425415039062,2006-04-05
553.7286987304688,2006-04-06
556.0243530273438,2006-04-07
556.3364868164062,2006-04-10
552.354736328125,2006-04-11
551.3697509765625,2006-04-12
554.6007690429688,2006-04-13
555.8485107421875,2006-04-17
558.8768920898438,2006-04-18
563.7784423828125,2006-04-19
566.9893188476562,2006-04-20
566.6998291015625,2006-04-21
563.9986572265625,2006-04-24
565.3829956054688,2006-04-25
567.4817504882812,2006-04-26
570.0531005859375,2006-04-27
568.8507690429688,2006-04-28
571.8718872070312,2006-05-01
578.906982421875,2006-05-02
584.1725463867188,2006-05-03
584.6231079101562,2006-05-04
583.293701171875,2006-05-05
584.9775390625,2006-05-08
582.755859375,2006-05-09
581.166748046875,2006-05-10
584.6719970703125,2006-05-11
585.1878662109375,2006-05-12
592.9942626953125,2006-05-15
601.5353393554688,2006-05-16
595.7188720703125,2006-05-17
594.96923828125,2006-05-18
593.2060546875,2006-05-19
588.4292602539062,2006-05-22
580.214111328125,2006-05-23
576.8168334960938,2006-05-24
576.720703125,2006-05-25
575.2141723632812,2006-05-26
577.734130859375,2006-05-30
576.5738525390625,2006-05-31
576.22119140625,2006-06-01
574.2197875976562,2006-06-02
583.0467529296875,2006-06-05
595.5504760742188,2006-06-06
593.46337890625,2006-06-07
588.477783203125,2006-06-08
585.6392822265625,2006-06-09
582.2662963867188,2006-06-12
587.3787231445312,2006-06-13
589.447265625,2006-06-14
587.1509399414062,2006-06-15
583.990478515625,2006-06-16
587.1467895507812,2006-06-19
584.8734130859375,2006-06-20
578.2039794921875,2006-06-21
576.7657470703125,2006-06-22
577.7323608398438,2006-06-23
575.380126953125,2006-06-26
570.2012939453125,2006-06-27
565.5762939453125,2006-06-28
568.6968994140625,2006-06-29
571.4420776367188,2006-06-30
577.8880004882812,2006-07-03
590.7063598632812,2006-07-05
593.001953125,2006-07-06
591.1182861328125,2006-07-07
594.0519409179688,2006-07-10
597.336181640625,2006-07-11
598.0831298828125,2006-07-12
594.7261962890625,2006-07-13
588.9942016601562,2006-07-14
587.6744995117188,2006-07-17
586.677978515625,2006-07-18
582.7012329101562,2006-07-19
578.8772583007812,2006-07-20
577.0718383789062,2006-07-21
573.9741821289062,2006-07-24
571.7200927734375,2006-07-25
576.410888671875,2006-07-26
577.3847045898438,2006-07-27
573.0035400390625,2006-07-28
568.9793701171875,2006-07-31
571.3975219726562,2006-08-01
569.4932250976562,2006-08-02
572.0709228515625,2006-08-03
569.9306030273438,2006-08-04
569.9093627929688,2006-08-07
563.6444091796875,2006-08-08
556.15234375,2006-08-09
553.2242431640625,2006-08-10
553.2330932617188,2006-08-11
549.2356567382812,2006-08-14
546.1093139648438,2006-08-15
549.2482299804688,2006-08-16
549.656494140625,2006-08-17
547.158935546875,2006-08-18
545.3953857421875,2006-08-21
543.0857543945312,2006-08-22
543.5587768554688,2006-08-23
546.3296508789062,2006-08-24
547.3616943359375,2006-08-25
543.5255737304688,2006-08-28
537.6681518554688,2006-08-29
534.9434204101562,2006-08-30
535.7222290039062,2006-08-31
536.5513305664062,2006-09-01
536.2622680664062,2006-09-05
536.8646850585938,2006-09-06
534.783203125,2006-09-07
530.1060791015625,2006-09-08
531.8656616210938,2006-09-11
529.9483642578125,2006-09-12
524.99462890625,2006-09-13
525.2998046875,2006-09-14
538.2130126953125,2006-09-15
550.1083984375,2006-09-18
558.0349731445312,2006-09-19
557.4931640625,2006-09-20
553.776123046875,2006-09-21
557.4434204101562,2006-09-22
562.77734375,2006-09-25
553.7857055664062,2006-09-26
549.435302734375,2006-09-27
553.8146362304688,2006-09-28
556.5866088867188,2006-09-29
555.5400390625,2006-10-02
548.5132446289062,2006-10-03
554.8384399414062,2006-10-04
565.7876586914062,2006-10-05
569.3610229492188,2006-10-06
573.773681640625,2006-10-09
580.7523803710938,2006-10-10
576.5095825195312,2006-10-11
581.132080078125,2006-10-12
581.6337890625,2006-10-13
588.7081298828125,2006-10-16
598.8038940429688,2006-10-17
602.2286376953125,2006-10-18
610.3545532226562,2006-10-19
610.6345825195312,2006-10-20
608.7608642578125,2006-10-23
611.1658325195312,2006-10-24
617.2218017578125,2006-10-25
622.148193359375,2006-10-26
619.3034057617188,2006-10-27
625.4697875976562,2006-10-30
629.9297485351562,2006-10-31
628.5487670898438,2006-11-01
629.2483520507812,2006-11-02
639.5477294921875,2006-11-03
638.6868286132812,2006-11-06
636.2198486328125,2006-11-07
638.10205078125,2006-11-08
646.9638061523438,2006-11-09
649.37158203125,2006-11-10
640.3948364257812,2006-11-13
633.86669921875,2006-11-14
649.7415161132812,2006-11-15
670.0439453125,2006-11-16
663.9034423828125,2006-11-17
662.752685546875,2006-11-20
660.1382446289062,2006-11-21
666.9124145507812,2006-11-22
671.6328735351562,2006-11-23
667.4326782226562,2006-11-24
679.4918212890625,2006-11-27
684.3770751953125,2006-11-28
685.1348876953125,2006-11-29
686.1356201171875,2006-11-30
682.901611328125,2006-12-01
681.250244140625,2006-12-04
663.2564697265625,2006-12-05
656.1655883789062,2006-12-06
654.6707153320312,2006-12-07
660.8345336914062,2006-12-08
665.9456176757812,2006-12-11
664.2433471679688,2006-12-12
667.9425048828125,2006-12-13
657.3034057617188,2006-12-14
653.9297485351562,2006-12-15
652.0631103515625,2006-12-18
645.1851806640625,2006-12-19
638.589599609375,2006-12-20
639.685791015625,2006-12-21
637.551513671875,2006-12-22
642.8062744140625,2006-12-26
655.3824462890625,2006-12-27
663.0267333984375,2006-12-28
663.3862915039062,2006-12-29
666.92919921875,2007-01-03
662.0419311523438,2007-01-04
650.094970703125,2007-01-05
644.480712890625,2007-01-08
645.7737426757812,2007-01-09
640.4004516601562,2007-01-10
634.0977783203125,2007-01-11
641.764892578125,2007-01-12
695.1763305664062,2007-01-16
728.2825317382812,2007-01-17
734.1455688476562,2007-01-18
732.083984375,2007-01-19
722.7108764648438,2007-01-22
712.3468627929688,2007-01-23
721.69677734375,2007-01-24
718.8422241210938,2007-01-25
707.1663818359375,2007-01-26
711.5687866210938,2007-01-29
711.4590454101562,2007-01-30
713.2879028320312,2007-01-31
723.5012817382812,2007-02-01
727.1818237304688,2007-02-02
730.7846069335938,2007-02-05
749.3814086914062,2007-02-06
751.0496215820312,2007-02-07
742.3987426757812,2007-02-08
759.964111328125,2007-02-09
744.9783325195312,2007-02-12
748.193359375,2007-02-13
750.8485107421875,2007-02-14
761.3843383789062,2007-02-15
756.6356811523438,2007-02-16
754.1698608398438,2007-02-20
763.6630249023438,2007-02-21
769.3644409179688,2007-02-22
772.2416381835938,2007-02-23
764.5999145507812,2007-02-26
760.6842651367188,2007-02-27
741.8883056640625,2007-02-28
737.9075927734375,2007-03-01
731.5565795898438,2007-03-02
713.7879028320312,2007-03-05
702.2513427734375,2007-03-06
707.0614013671875,2007-03-07
715.9957885742188,2007-03-08
727.5928955078125,2007-03-09
725.4591064453125,2007-03-12
728.19384765625,2007-03-13
725.9876708984375,2007-03-14
734.8274536132812,2007-03-15
741.8241577148438,2007-03-16
756.8484497070312,2007-03-19
755.5147094726562,2007-03-20
759.0770874023438,2007-03-21
765.697509765625,2007-03-22
762.5428466796875,2007-03-23
765.3218994140625,2007-03-26
757.1209106445312,2007-03-27
742.8493041992188,2007-03-28
758.74951171875,2007-03-29
774.8076171875,2007-03-30
786.1614379882812,2007-04-02
794.4022216796875,2007-04-03
775.7034301757812,2007-04-04
768.9669799804688,2007-04-05
756.7207641601562,2007-04-09
766.417724609375,2007-04-10
752.3416137695312,2007-04-11
743.646240234375,2007-04-12
752.2406005859375,2007-04-13
743.954345703125,2007-04-16
727.5728149414062,2007-04-17
720.512451171875,2007-04-18
709.8319702148438,2007-04-19
698.92919921875,2007-04-20
701.8548583984375,2007-04-23
707.4065551757812,2007-04-24
699.9142456054688,2007-04-25
701.0390014648438,2007-04-26
707.4613037109375,2007-04-27
709.9794921875,2007-04-30
712.461669921875,2007-05-01
719.2595825195312,2007-05-02
722.3366088867188,2007-05-03
715.7047119140625,2007-05-04
711.3809204101562,2007-05-07
706.5159301757812,2007-05-08
701.7174072265625,2007-05-09
708.1939697265625,2007-05-10
712.1123657226562,2007-05-11
722.1373901367188,2007-05-14
761.4359130859375,2007-05-15
779.403564453125,2007-05-16
805.4613037109375,2007-05-17
796.3710327148438,2007-05-18
790.5481567382812,2007-05-21
794.7398071289062,2007-05-22
791.3129272460938,2007-05-23
789.2243041992188,2007-05-24
803.4454345703125,2007-05-25
805.1947631835938,2007-05-29
802.9944458007812,2007-05-30
803.9788208007812,2007-05-31
808.4285278320312,2007-06-01
816.8960571289062,2007-06-04
817.212646484375,2007-06-05
831.7532958984375,2007-06-06
830.7021484375,2007-06-07
829.9917602539062,2007-06-08
833.658203125,2007-06-11
839.9856567382812,2007-06-12
828.8741455078125,2007-06-13
827.9724731445312,2007-06-14
822.3033447265625,2007-06-15
831.8694458007812,2007-06-18
850.7604370117188,2007-06-19
835.1907958984375,2007-06-20
826.9307250976562,2007-06-21
814.7506103515625,2007-06-22
790.1148071289062,2007-06-25
782.787109375,2007-06-26
787.2279663085938,2007-06-27
787.8707885742188,2007-06-28
790.0361938476562,2007-06-29
826.5941772460938,2007-07-02
850.8630981445312,2007-07-03
843.0952758789062,2007-07-05
831.955078125,2007-07-06
833.10009765625,2007-07-09
835.4220581054688,2007-07-10
852.0667724609375,2007-07-11
865.40283203125,2007-07-12
877.7616577148438,2007-07-13
881.3667602539062,2007-07-16
855.7774658203125,2007-07-17
804.8948364257812,2007-07-18
799.8734741210938,2007-07-19
818.2691040039062,2007-07-20
830.8544311523438,2007-07-23
799.4960327148438,2007-07-24
783.77978515625,2007-07-25
785.8030395507812,2007-07-26
790.5675048828125,2007-07-27
796.2265014648438,2007-07-30
802.5278930664062,2007-07-31
810.424072265625,2007-08-01
811.7205810546875,2007-08-02
805.6900024414062,2007-08-03
810.7457275390625,2007-08-06
793.9533081054688,2007-08-07
802.00439453125,2007-08-08
821.7328491210938,2007-08-09
833.4349365234375,2007-08-10
818.6793823242188,2007-08-13
832.964111328125,2007-08-14
823.4004516601562,2007-08-15
810.5680541992188,2007-08-16
777.4664306640625,2007-08-17
764.1897583007812,2007-08-20
775.7105102539062,2007-08-21
792.9869384765625,2007-08-22
805.2396850585938,2007-08-23
820.721923828125,2007-08-24
824.7791748046875,2007-08-27
825.3950805664062,2007-08-28
828.3555297851562,2007-08-29
830.1709594726562,2007-08-30
842.6972045898438,2007-08-31
848.8927001953125,2007-09-04
863.3333129882812,2007-09-05
868.0357055664062,2007-09-06
851.41650390625,2007-09-07
851.3795776367188,2007-09-10
868.1917114257812,2007-09-11
872.3662109375,2007-09-12
890.3280639648438,2007-09-13
896.8423461914062,2007-09-14
928.3035278320312,2007-09-17
958.2637329101562,2007-09-18
961.1978759765625,2007-09-19
965.1998901367188,2007-09-20
973.2706298828125,2007-09-21
975.03173828125,2007-09-24
963.9785766601562,2007-09-25
954.7347412109375,2007-09-26
961.1372680664062,2007-09-27
988.4261474609375,2007-09-28
985.0819702148438,2007-10-01
971.198486328125,2007-10-02
959.5811767578125,2007-10-03
928.089599609375,2007-10-04
929.7876586914062,2007-10-05
935.4869995117188,2007-10-08
918.2826538085938,2007-10-09
929.15869140625,2007-10-10
955.3323364257812,2007-10-11
971.3178100585938,2007-10-12
982.453857421875,2007-10-15
973.1248779296875,2007-10-16
965.2844848632812,2007-10-17
956.8572998046875,2007-10-18
962.2240600585938,2007-10-19
959.8768310546875,2007-10-22
954.16845703125,2007-10-23
958.1420288085938,2007-10-24
953.3505859375,2007-10-25
959.239990234375,2007-10-26
969.061767578125,2007-10-29
979.9727172851562,2007-10-30
971.798583984375,2007-10-31
968.737060546875,2007-11-01
956.3758544921875,2007-11-02
954.1417846679688,2007-11-05
953.8056640625,2007-11-06
972.9552612304688,2007-11-07
978.5061645507812,2007-11-08
975.90478515625,2007-11-09
980.7232666015625,2007-11-12
978.6420288085938,2007-11-13
986.5004272460938,2007-11-14
1037.0367431640625,2007-11-15
1079.497314453125,2007-11-16
1086.53857421875,2007-11-19
1070.967529296875,2007-11-20
1061.918701171875,2007-11-21
1069.2880859375,2007-11-23
1084.14208984375,2007-11-26
1109.17822265625,2007-11-27
1093.044189453125,2007-11-28
1094.571533203125,2007-11-29
1092.3123779296875,2007-11-30
1083.9407958984375,2007-12-03
1075.7940673828125,2007-12-04
1083.082763671875,2007-12-05
1098.63525390625,2007-12-06
1099.0994873046875,2007-12-07
1123.12109375,2007-12-10
1126.3924560546875,2007-12-11
1137.8846435546875,2007-12-12
1153.7113037109375,2007-12-13
1172.211669921875,2007-12-14
1159.0057373046875,2007-12-17
1158.909912109375,2007-12-18
1152.77392578125,2007-12-19
1146.5059814453125,2007-12-20
1158.91015625,2007-12-21
1168.35888671875,2007-12-24
1159.402587890625,2007-12-26
1199.6695556640625,2007-12-27
1225.89404296875,2007-12-28
1208.0286865234375,2007-12-31
1185.87353515625,2008-01-02
1218.7337646484375,2008-01-03
1256.264892578125,2008-01-04
1269.828857421875,2008-01-07
1245.16796875,2008-01-08
1244.375,2008-01-09
1254.519775390625,2008-01-10
1248.07080078125,2008-01-11
1276.2730712890625,2008-01-14
1356.67333984375,2008-01-15
1354.4205322265625,2008-01-16
1316.3946533203125,2008-01-17
1311.869384765625,2008-01-18
1325.411376953125,2008-01-22
1303.2132568359375,2008-01-23
1277.8873291015625,2008-01-24
1269.602783203125,2008-01-25
1295.915283203125,2008-01-28
1305.2808837890625,2008-01-29
1320.2393798828125,2008-01-30
1326.1912841796875,2008-01-31
1326.3656005859375,2008-02-01
1336.8974609375,2008-02-04
1367.4619140625,2008-02-05
1380.376953125,2008-02-06
1403.607666015625,2008-02-07
1388.1409912109375,2008-02-08
1406.166015625,2008-02-11
1384.231689453125,2008-02-12
1372.7967529296875,2008-02-13
1367.313720703125,2008-02-14
1388.286376953125,2008-02-15
1410.05517578125,2008-02-19
1424.7421875,2008-02-20
1420.4930419921875,2008-02-21
1419.3350830078125,2008-02-22
1420.3795166015625,2008-02-25
1441.2135009765625,2008-02-26
1450.22119140625,2008-02-27
1453.142822265625,2008-02-28
1464.6966552734375,2008-02-29
1476.6131591796875,2008-03-03
1488.1116943359375,2008-03-04
1484.0157470703125,2008-03-05
1469.4613037109375,2008-03-06
1444.796630859375,2008-03-07
1376.232666015625,2008-03-10
1347.719970703125,2008-03-11
1387.2900390625,2008-03-12
1385.653564453125,2008-03-13
1384.7935791015625,2008-03-14
1387.45654296875,2008-03-17
1346.451904296875,2008-03-18
1333.100341796875,2008-03-19
1311.567626953125,2008-03-20
1259.0001220703125,2008-03-24
1275.320068359375,2008-03-25
1330.21630859375,2008-03-26
1408.8253173828125,2008-03-27
1389.9599609375,2008-03-28
1325.912841796875,2008-03-31
1250.427490234375,2008-04-01
1246.716796875,2008-04-02
1287.74658203125,2008-04-03
1315.8541259765625,2008-04-04
1328.204833984375,2008-04-07
1328.1439208984375,2008-04-08
1323.4139404296875,2008-04-09
1376.791259765625,2008-04-10
1408.1568603515625,2008-04-11
1390.7659912109375,2008-04-14
1399.756591796875,2008-04-15
1418.4090576171875,2008-04-16
1399.5609130859375,2008-04-17
1365.7894287109375,2008-04-18
1358.796142578125,2008-04-21
1346.894287109375,2008-04-22
1366.4168701171875,2008-04-23
1406.1949462890625,2008-04-24
1385.6004638671875,2008-04-25
1348.794189453125,2008-04-28
1317.306884765625,2008-04-29
1286.8431396484375,2008-04-30
1297.8931884765625,2008-05-01
1273.3494873046875,2008-05-02
1275.6373291015625,2008-05-05
1286.86962890625,2008-05-06
1282.204833984375,2008-05-07
1284.3160400390625,2008-05-08
1303.18505859375,2008-05-09
1338.5496826171875,2008-05-12
1363.0550537109375,2008-05-13
1359.9195556640625,2008-05-14
1401.1143798828125,2008-05-15
1390.66455078125,2008-05-16
1404.8585205078125,2008-05-19
1380.722412109375,2008-05-20
1364.7198486328125,2008-05-21
1370.732177734375,2008-05-22
1374.7579345703125,2008-05-23
1384.4146728515625,2008-05-27
1399.8206787109375,2008-05-28
1399.2196044921875,2008-05-29
1389.6431884765625,2008-05-30
1378.9923095703125,2008-06-02
1400.9632568359375,2008-06-03
1403.9652099609375,2008-06-04
1411.4329833984375,2008-06-05
1468.677978515625,2008-06-06
1499.5634765625,2008-06-09
1501.01171875,2008-06-10
1479.416015625,2008-06-11
1498.5870361328125,2008-06-12
1532.825927734375,2008-06-13
1548.6103515625,2008-06-16
1552.2896728515625,2008-06-17
1542.775634765625,2008-06-18
1538.972900390625,2008-06-19
1533.469482421875,2008-06-20
1530.1671142578125,2008-06-23
1510.5850830078125,2008-06-24
1500.4173583984375,2008-06-25
1504.8858642578125,2008-06-26
1531.3717041015625,2008-06-27
1546.2884521484375,2008-06-30
1546.9830322265625,2008-07-01
1555.370849609375,2008-07-02
1563.9456787109375,2008-07-03
1569.2989501953125,2008-07-07
1556.0479736328125,2008-07-08
1527.706787109375,2008-07-09
1526.109375,2008-07-10
1535.9384765625,2008-07-11
1552.3109130859375,2008-07-14
1550.0546875,2008-07-15
1536.995361328125,2008-07-16
1524.6099853515625,2008-07-17
1519.734619140625,2008-07-18
1481.4246826171875,2008-07-21
1425.779541015625,2008-07-22
1398.5369873046875,2008-07-23
1396.1981201171875,2008-07-24
1391.67578125,2008-07-25
1399.0330810546875,2008-07-28
1415.492919921875,2008-07-29
1398.6014404296875,2008-07-30
1394.0733642578125,2008-07-31
1394.6845703125,2008-08-01
1371.97607421875,2008-08-04
1294.270751953125,2008-08-05
1246.428466796875,2008-08-06
1210.971923828125,2008-08-07
1220.9013671875,2008-08-08
1205.0450439453125,2008-08-11
1192.3475341796875,2008-08-12
1194.7388916015625,2008-08-13
1246.552490234375,2008-08-14
1286.3287353515625,2008-08-15
1238.71630859375,2008-08-18
1241.1956787109375,2008-08-19
1285.981201171875,2008-08-20
1307.292724609375,2008-08-21
1344.9979248046875,2008-08-22
1344.368896484375,2008-08-25
1355.265625,2008-08-26
1331.519775390625,2008-08-27
1350.4049072265625,2008-08-28
1341.8223876953125,2008-08-29
1337.255615234375,2008-09-02
1282.5506591796875,2008-09-03
1258.0582275390625,2008-09-04
1228.5537109375,2008-09-05
1166.6263427734375,2008-09-08
1160.96142578125,2008-09-09
1166.71923828125,2008-09-10
1174.6383056640625,2008-09-11
1184.09521484375,2008-09-12
1397.9808349609375,2008-09-15
1242.7275390625,2008-09-16
1149.9046630859375,2008-09-17
1122.4078369140625,2008-09-18
1129.975341796875,2008-09-19
1143.5009765625,2008-09-22
1204.3834228515625,2008-09-23
1236.7821044921875,2008-09-24
1236.9459228515625,2008-09-25
1226.4637451171875,2008-09-26
1195.724853515625,2008-09-29
1120.593994140625,2008-09-30
1067.8857421875,2008-10-01
1044.729736328125,2008-10-02
1029.7642822265625,2008-10-03
1000.6746215820312,2008-10-06
954.4574584960938,2008-10-07
947.9640502929688,2008-10-08
966.5144653320312,2008-10-09
977.6710205078125,2008-10-10
936.6285400390625,2008-10-13
937.6640625,2008-10-14
943.0328979492188,2008-10-15
918.4614868164062,2008-10-16
899.6378784179688,2008-10-17
914.9092407226562,2008-10-20
935.1735229492188,2008-10-21
949.8303833007812,2008-10-22
917.4328002929688,2008-10-23
903.705322265625,2008-10-24
911.3307495117188,2008-10-27
909.344970703125,2008-10-28
936.8638305664062,2008-10-29
935.15576171875,2008-10-30
940.5978393554688,2008-10-31
921.2821655273438,2008-11-03
915.7591552734375,2008-11-04
924.5908203125,2008-11-05
907.5839233398438,2008-11-06
874.2534790039062,2008-11-07
880.3475341796875,2008-11-10
913.8743896484375,2008-11-11
898.1200561523438,2008-11-12
872.111572265625,2008-11-13
856.9900512695312,2008-11-14
886.4151000976562,2008-11-17
911.8884887695312,2008-11-18
913.0054931640625,2008-11-19
915.338134765625,2008-11-20
905.7532348632812,2008-11-21
870.0602416992188,2008-11-24
885.2833862304688,2008-11-25
896.1105346679688,2008-11-26
894.1356201171875,2008-11-28
879.6928100585938,2008-12-01
875.7741088867188,2008-12-02
868.7334594726562,2008-12-03
858.0392456054688,2008-12-04
851.1116943359375,2008-12-05
842.37109375,2008-12-08
836.9423217773438,2008-12-09
846.8519287109375,2008-12-10
856.7318725585938,2008-12-11
875.9153442382812,2008-12-12
886.3609008789062,2008-12-15
883.4286499023438,2008-12-16
872.71875,2008-12-17
892.5607299804688,2008-12-18
871.7662963867188,2008-12-19
864.3111572265625,2008-12-22
881.9171752929688,2008-12-23
892.2245483398438,2008-12-24
897.3187866210938,2008-12-26
925.3833618164062,2008-12-29
944.6444091796875,2008-12-30
934.896728515625,2008-12-31
940.9002685546875,2009-01-02
954.4930419921875,2009-01-05
958.8475341796875,2009-01-06
980.2308349609375,2009-01-07
984.2012329101562,2009-01-08
965.5219116210938,2009-01-09
989.1612548828125,2009-01-12
969.9408569335938,2009-01-13
936.1373291015625,2009-01-14
973.1593017578125,2009-01-15
1000.366455078125,2009-01-16
1013.3167724609375,2009-01-20
1018.4588012695312,2009-01-21
1013.4783325195312,2009-01-22
1025.3416748046875,2009-01-23
1030.721435546875,2009-01-26
1024.7939453125,2009-01-27
1000.9059448242188,2009-01-28
982.806640625,2009-01-29
971.9923706054688,2009-01-30
972.6140747070312,2009-02-02
967.9069213867188,2009-02-03
961.7593383789062,2009-02-04
963.5094604492188,2009-02-05
972.3490600585938,2009-02-06
999.5460205078125,2009-02-09
1009.1136474609375,2009-02-10
1006.6868896484375,2009-02-11
995.578125,2009-02-12
982.9115600585938,2009-02-13
967.9270629882812,2009-02-17
945.2914428710938,2009-02-18
915.630126953125,2009-02-19
902.6304931640625,2009-02-20
896.3662719726562,2009-02-23
890.2839965820312,2009-02-24
875.0241088867188,2009-02-25
877.9995727539062,2009-02-26
873.3091430664062,2009-02-27
854.7265014648438,2009-03-02
840.96044921875,2009-03-03
835.8792724609375,2009-03-04
850.1425170898438,2009-03-05
849.3732299804688,2009-03-06
850.0776977539062,2009-03-09
837.6354370117188,2009-03-10
850.7282104492188,2009-03-11
872.1429443359375,2009-03-12
